ID,Edge Type,Source,Target,Weight,Source Node Type,Target Node Type
80,Topic to Knowledge Point,Geometry,Unit Conversion,2.0794415416798357,Topic,Knowledge Point
81,Topic to Knowledge Point,Scientific notation,Understanding of Atmospheric Structure,0.6931471805599453,Topic,Knowledge Point
82,Topic to Knowledge Point,Scientific notation,Mathematical Relationships,0.6931471805599453,Topic,Knowledge Point
83,Knowledge Point to Knowledge Point,Unit Conversion,Application of Scientific Notation,1.3862943611198906,Knowledge Point,Knowledge Point
84,Topic to Topic,Scientific notation,Density,3.295836866004329,Topic,Topic
85,Topic to Knowledge Point,Scientific notation,Units of Measurement,2.0794415416798357,Topic,Knowledge Point
86,Topic to Knowledge Point,Density,Understanding Density,1.3862943611198906,Topic,Knowledge Point
87,Knowledge Point to Knowledge Point,Units of Measurement,Contextual Application,0.6931471805599453,Knowledge Point,Knowledge Point
88,Topic to Knowledge Point,Scientific notation,Scientific Notation and Large Numbers,0.6931471805599453,Topic,Knowledge Point
89,Topic to Knowledge Point,Density,Understanding of Density,0.6931471805599453,Topic,Knowledge Point
90,Knowledge Point to Knowledge Point,Understanding of Density,Scientific Notation and Large Numbers,0.6931471805599453,Knowledge Point,Knowledge Point
91,Topic to Topic,Volume of torus,Scientific notation,1.0986122886681098,Topic,Topic
92,Topic to Topic,Volume of torus,mass = density x volume,1.0986122886681098,Topic,Topic
93,Topic to Topic,Scientific notation,mass = density x volume,2.833213344056216,Topic,Topic
94,Topic to Knowledge Point,Volume of torus,Understanding of the Van Allen Belts,0.6931471805599453,Topic,Knowledge Point
95,Topic to Knowledge Point,Scientific notation,Understanding of the Van Allen Belts,1.9459101490553132,Topic,Knowledge Point
96,Topic to Knowledge Point,Scientific notation,Volume and Density Calculations,1.3862943611198906,Topic,Knowledge Point
97,Topic to Knowledge Point,mass = density x volume,Understanding of the Van Allen Belts,0.6931471805599453,Topic,Knowledge Point
98,Topic to Knowledge Point,mass = density x volume,Volume and Density Calculations,1.0986122886681098,Topic,Knowledge Point
99,Topic to Knowledge Point,mass = density x volume,Unit Conversion,2.302585092994046,Topic,Knowledge Point
100,Topic to Knowledge Point,mass = density x volume,Application of Scientific Notation,1.0986122886681098,Topic,Knowledge Point
101,Knowledge Point to Knowledge Point,Understanding of the Van Allen Belts,Unit Conversion,0.6931471805599453,Knowledge Point,Knowledge Point
102,Topic to Knowledge Point,Scientific notation,Unit Conversion and Comparison,1.0986122886681098,Topic,Knowledge Point
103,Topic to Topic,Scientific notation,Volume of spheres and toriods,1.9459101490553132,Topic,Topic
104,Topic to Knowledge Point,Volume of spheres and toriods,Understanding of the Van Allen Belts,1.6094379124341003,Topic,Knowledge Point
105,Topic to Knowledge Point,Scientific notation,Mathematical Representation of a Torus,0.6931471805599453,Topic,Knowledge Point
106,Topic to Knowledge Point,Volume of spheres and toriods,Mathematical Representation of a Torus,0.6931471805599453,Topic,Knowledge Point
107,Knowledge Point to Knowledge Point,Understanding of the Van Allen Belts,Mathematical Representation of a Torus,0.6931471805599453,Knowledge Point,Knowledge Point
108,Topic to Topic,Scientific notation,Significant Figures,0.6931471805599453,Topic,Topic
109,Topic to Topic,Volume of spheres and toriods,Significant Figures,0.6931471805599453,Topic,Topic
110,Knowledge Point to Knowledge Point,Understanding of the Van Allen Belts,Significant Figures,0.6931471805599453,Knowledge Point,Knowledge Point
111,Knowledge Point to Knowledge Point,Volume Calculation,Unit Conversion,0.6931471805599453,Knowledge Point,Knowledge Point
112,Knowledge Point to Knowledge Point,Unit Conversion,Significant Figures,0.6931471805599453,Knowledge Point,Knowledge Point
113,Topic to Knowledge Point,Scientific notation,Mathematics of Volume Calculation,0.6931471805599453,Topic,Knowledge Point
114,Topic to Knowledge Point,Scientific notation,Understanding Kepler's Third Law,1.0986122886681098,Topic,Knowledge Point
115,Topic to Knowledge Point,Volume of spheres and toriods,Understanding Kepler's Third Law,0.6931471805599453,Topic,Knowledge Point
116,Topic to Knowledge Point,Volume of spheres and toriods,Units of Measurement,0.6931471805599453,Topic,Knowledge Point
117,Knowledge Point to Knowledge Point,Understanding Kepler's Third Law,Units of Measurement,0.6931471805599453,Knowledge Point,Knowledge Point
118,Topic to Knowledge Point,Scientific notation,Algebraic Manipulation,1.3862943611198906,Topic,Knowledge Point
119,Topic to Knowledge Point,Scientific notation,Unit Conversion Skills,1.9459101490553132,Topic,Knowledge Point
120,Topic to Knowledge Point,Scientific notation,Mathematical Manipulation,1.0986122886681098,Topic,Knowledge Point
121,Topic to Topic,Megabytes,Rates in time,1.0986122886681098,Topic,Topic
122,Topic to Topic,Density,Scientific notation,2.772588722239781,Topic,Topic
123,Topic to Topic,Density,Volume of a sphere,0.6931471805599453,Topic,Topic
124,Topic to Topic,Density,Density,0.6931471805599453,Topic,Topic
125,Topic to Topic,Scientific notation,Volume of a sphere,2.1972245773362196,Topic,Topic
126,Topic to Topic,Volume of a sphere,Density,1.0986122886681098,Topic,Topic
127,Topic to Knowledge Point,Density,Understanding of Particle Sizes,0.6931471805599453,Topic,Knowledge Point
128,Topic to Knowledge Point,Density,Mathematics of Volume Calculation,1.0986122886681098,Topic,Knowledge Point
129,Topic to Knowledge Point,Density,Unit Conversion,1.3862943611198906,Topic,Knowledge Point
130,Topic to Knowledge Point,Density,Mass Calculation from Density and Volume,0.6931471805599453,Topic,Knowledge Point
131,Topic to Knowledge Point,Density,Application of Scientific Concepts,0.6931471805599453,Topic,Knowledge Point
132,Topic to Knowledge Point,Volume of a sphere,Unit Conversion,1.6094379124341003,Topic,Knowledge Point
133,Topic to Knowledge Point,Density,Understanding of Aerosol Categories,0.6931471805599453,Topic,Knowledge Point
134,Topic to Knowledge Point,Density,Application of Density and Mass Calculations,0.6931471805599453,Topic,Knowledge Point
135,Topic to Knowledge Point,Density,Conversion of Units,1.0986122886681098,Topic,Knowledge Point
136,Topic to Knowledge Point,Density,Quantitative Analysis in Environmental Monitoring,0.6931471805599453,Topic,Knowledge Point
137,Topic to Knowledge Point,Density,Interpreting Environmental Health Impacts,0.6931471805599453,Topic,Knowledge Point
138,Topic to Knowledge Point,Scientific notation,Conversion of Units,2.1972245773362196,Topic,Knowledge Point
139,Topic to Topic,Unit conversion,Scientific notation,2.995732273553991,Topic,Topic
140,Topic to Topic,Unit conversion,Volume of a sphere,1.9459101490553132,Topic,Topic
141,Topic to Knowledge Point,Unit conversion,Understanding of Aerosol Properties,0.6931471805599453,Topic,Knowledge Point
142,Topic to Knowledge Point,Unit conversion,Density and Mass Calculations,0.6931471805599453,Topic,Knowledge Point
143,Topic to Knowledge Point,Scientific notation,Geometric Calculations,0.6931471805599453,Topic,Knowledge Point
144,Topic to Knowledge Point,Scientific notation,Density and Mass Calculations,1.791759469228055,Topic,Knowledge Point
145,Topic to Knowledge Point,Density,Understanding of Aerosol Properties,0.6931471805599453,Topic,Knowledge Point
146,Topic to Knowledge Point,Density,Geometric Calculations,1.0986122886681098,Topic,Knowledge Point
147,Topic to Knowledge Point,Density,Density and Mass Calculations,1.0986122886681098,Topic,Knowledge Point
148,Topic to Topic,Unit conversion,Metric units nano and micro,1.0986122886681098,Topic,Topic
149,Topic to Topic,Scientific notation,Rates,0.6931471805599453,Topic,Topic
150,Topic to Knowledge Point,Scientific notation,Data Interpretation,0.6931471805599453,Topic,Knowledge Point
151,Topic to Knowledge Point,Rates,Understanding of Atmospheric Composition,0.6931471805599453,Topic,Knowledge Point
152,Topic to Topic,Pythagorean Theorem,Chord lengths,1.0986122886681098,Topic,Topic
153,Topic to Knowledge Point,Pythagorean Theorem,Orbital Mechanics,0.6931471805599453,Topic,Knowledge Point
154,Topic to Knowledge Point,Chord lengths,Orbital Mechanics,0.6931471805599453,Topic,Knowledge Point
155,Topic to Topic,Exponential functions,Natural logarithm,1.0986122886681098,Topic,Topic
156,Topic to Topic,Density,Volume,1.0986122886681098,Topic,Topic
157,Topic to Topic,Density,Scale,1.0986122886681098,Topic,Topic
158,Topic to Topic,Volume,Scale,1.0986122886681098,Topic,Topic
159,Topic to Knowledge Point,Density,Application of Scientific Notation,1.791759469228055,Topic,Knowledge Point
160,Topic to Knowledge Point,Volume,Application of Scientific Notation,1.0986122886681098,Topic,Knowledge Point
161,Topic to Knowledge Point,Scale,Application of Scientific Notation,0.6931471805599453,Topic,Knowledge Point
162,Topic to Knowledge Point,Volume,Conversion of Units,1.0986122886681098,Topic,Knowledge Point
163,Topic to Knowledge Point,Scale,Conversion of Units,1.3862943611198906,Topic,Knowledge Point
164,Topic to Knowledge Point,Evaluating equations,Phase Changes of Matter,0.6931471805599453,Topic,Knowledge Point
165,Topic to Topic,Volume of a sphere,Scientific notation,2.1972245773362196,Topic,Topic
166,Topic to Knowledge Point,Scientific notation,Unit Conversion and Scientific Notation,1.0986122886681098,Topic,Knowledge Point
167,Topic to Knowledge Point,Scientific notation,Scientific Notation and Calculation,0.6931471805599453,Topic,Knowledge Point
168,Topic to Topic,Scientific notation,Rates of change,2.3978952727983707,Topic,Topic
169,Topic to Knowledge Point,Rates of change,Unit Conversion Skills,0.6931471805599453,Topic,Knowledge Point
170,Topic to Topic,Volume of a sphere,mass = density x volume,2.8903717578961645,Topic,Topic
171,Topic to Knowledge Point,Volume of a sphere,Understanding of Density,0.6931471805599453,Topic,Knowledge Point
172,Topic to Knowledge Point,Scientific notation,Application of Formulas,1.3862943611198906,Topic,Knowledge Point
173,Topic to Knowledge Point,mass = density x volume,Understanding of Density,0.6931471805599453,Topic,Knowledge Point
174,Topic to Knowledge Point,Volume of a sphere,Understanding of Cloud Composition,0.6931471805599453,Topic,Knowledge Point
175,Topic to Knowledge Point,Volume of a sphere,Density Calculation,0.6931471805599453,Topic,Knowledge Point
176,Topic to Knowledge Point,Scientific notation,Understanding of Cloud Composition,0.6931471805599453,Topic,Knowledge Point
177,Topic to Knowledge Point,Scientific notation,Density Calculation,1.791759469228055,Topic,Knowledge Point
178,Topic to Knowledge Point,Scientific notation,Mathematical Formulas,0.6931471805599453,Topic,Knowledge Point
179,Topic to Knowledge Point,mass = density x volume,Understanding of Cloud Composition,0.6931471805599453,Topic,Knowledge Point
180,Topic to Knowledge Point,mass = density x volume,Density Calculation,1.3862943611198906,Topic,Knowledge Point
181,Topic to Knowledge Point,mass = density x volume,Mathematical Formulas,0.6931471805599453,Topic,Knowledge Point
182,Topic to Knowledge Point,Scientific notation,Density Calculations,0.6931471805599453,Topic,Knowledge Point
183,Topic to Knowledge Point,mass = density x volume,Density Calculations,0.6931471805599453,Topic,Knowledge Point
184,Topic to Knowledge Point,Volume of a sphere,Volume Calculation of Spherical Objects,0.6931471805599453,Topic,Knowledge Point
185,Topic to Knowledge Point,Scientific notation,Volume Calculation of Spherical Objects,1.0986122886681098,Topic,Knowledge Point
186,Topic to Knowledge Point,Scientific notation,Mass Calculation,0.6931471805599453,Topic,Knowledge Point
187,Topic to Topic,Scale,Proportion,3.9512437185814275,Topic,Topic
188,Topic to Knowledge Point,Proportion,Understanding Planetary Sizes,0.6931471805599453,Topic,Knowledge Point
189,Topic to Knowledge Point,Scale,Comparative Analysis,0.6931471805599453,Topic,Knowledge Point
190,Topic to Knowledge Point,Proportion,Comparative Analysis,0.6931471805599453,Topic,Knowledge Point
191,Topic to Knowledge Point,Scale,Scale and Proportions,0.6931471805599453,Topic,Knowledge Point
192,Topic to Knowledge Point,Proportion,Scale and Proportions,0.6931471805599453,Topic,Knowledge Point
193,Topic to Topic,Volume of spheres,Proportion,2.4849066497880004,Topic,Topic
194,Topic to Knowledge Point,Volume of spheres,Comparative Planetology,0.6931471805599453,Topic,Knowledge Point
195,Topic to Knowledge Point,Proportion,Comparative Planetology,0.6931471805599453,Topic,Knowledge Point
196,Topic to Knowledge Point,Volume of spheres,Understanding of the Late Heavy Bombardment Era,1.0986122886681098,Topic,Knowledge Point
197,Topic to Knowledge Point,Proportion,Understanding of the Late Heavy Bombardment Era,1.0986122886681098,Topic,Knowledge Point
198,Topic to Knowledge Point,Volume of spheres,Mathematics of Volume Calculation,0.6931471805599453,Topic,Knowledge Point
199,Topic to Knowledge Point,Proportion,Mathematics of Volume Calculation,0.6931471805599453,Topic,Knowledge Point
200,Topic to Topic,Logarithms,Power laws,0.6931471805599453,Topic,Topic
201,Topic to Topic,Equations,Scientific notation,1.0986122886681098,Topic,Topic
202,Topic to Knowledge Point,Equations,Understanding Kinetic Energy,0.6931471805599453,Topic,Knowledge Point
203,Topic to Knowledge Point,Scientific notation,Understanding Kinetic Energy,0.6931471805599453,Topic,Knowledge Point
204,Topic to Knowledge Point,Scientific notation,Unit Conversion and Consistency,1.0986122886681098,Topic,Knowledge Point
205,Topic to Topic,Percentage,Area,2.1972245773362196,Topic,Topic
206,Topic to Knowledge Point,Area,Probability and Statistics,1.0986122886681098,Topic,Knowledge Point
207,Topic to Topic,Differential and integral calculus,Slope,0.6931471805599453,Topic,Topic
208,Topic to Topic,Differential and integral calculus,Parametric Equations,0.6931471805599453,Topic,Topic
209,Topic to Topic,Slope,Parametric Equations,0.6931471805599453,Topic,Topic
210,Topic to Topic,time=distance/speed,Scale model,2.995732273553991,Topic,Topic
211,Topic to Topic,time=distance/speed,Metric math,2.995732273553991,Topic,Topic
212,Topic to Topic,Scale model,Metric math,3.1354942159291497,Topic,Topic
213,Topic to Knowledge Point,time=distance/speed,Coordinate Geometry,0.6931471805599453,Topic,Knowledge Point
214,Topic to Knowledge Point,Scale model,Coordinate Geometry,0.6931471805599453,Topic,Knowledge Point
215,Topic to Knowledge Point,Metric math,Coordinate Geometry,0.6931471805599453,Topic,Knowledge Point
216,Topic to Topic,Volume of a sphere,Rates of change,1.3862943611198906,Topic,Topic
217,Topic to Knowledge Point,Volume of a sphere,Application of Scientific Notation,0.6931471805599453,Topic,Knowledge Point
218,Topic to Knowledge Point,Rates of change,Application of Scientific Notation,1.0986122886681098,Topic,Knowledge Point
219,Topic to Knowledge Point,Volume of a sphere,Understanding of Cometary Bodies,0.6931471805599453,Topic,Knowledge Point
220,Topic to Knowledge Point,Rates of change,Understanding of Cometary Bodies,0.6931471805599453,Topic,Knowledge Point
221,Topic to Knowledge Point,Volume of a sphere,Volume Calculation,0.6931471805599453,Topic,Knowledge Point
222,Topic to Topic,Area of rectangle,Volume,1.0986122886681098,Topic,Topic
223,Topic to Topic,Area of rectangle,Percentage,1.0986122886681098,Topic,Topic
224,Topic to Topic,Volume,Percentage,1.0986122886681098,Topic,Topic
225,Topic to Knowledge Point,Percentage,Quantitative Analysis,1.0986122886681098,Topic,Knowledge Point
226,Topic to Knowledge Point,Unit conversion,Time Conversion,0.6931471805599453,Topic,Knowledge Point
227,Topic to Knowledge Point,Unit conversion,Basic Principles of Thermodynamics,0.6931471805599453,Topic,Knowledge Point
228,Topic to Knowledge Point,Unit conversion,Energy Sources,0.6931471805599453,Topic,Knowledge Point
229,Topic to Knowledge Point,Unit conversion,Understanding of Temperature in Space,1.3862943611198906,Topic,Knowledge Point
230,Topic to Topic,Scale and proportion,Volume of a cylinder,1.6094379124341003,Topic,Topic
231,Topic to Topic,Scale and proportion,mass = density x volume,1.6094379124341003,Topic,Topic
232,Topic to Topic,Volume of a cylinder,mass = density x volume,1.9459101490553132,Topic,Topic
233,Topic to Knowledge Point,mass = density x volume,Understanding of Crater Formation,0.6931471805599453,Topic,Knowledge Point
234,Topic to Knowledge Point,mass = density x volume,Impact Cratering Mechanics,0.6931471805599453,Topic,Knowledge Point
235,Topic to Knowledge Point,Volume of a cylinder,Units of Measurement,0.6931471805599453,Topic,Knowledge Point
236,Topic to Knowledge Point,mass = density x volume,Units of Measurement,1.6094379124341003,Topic,Knowledge Point
237,Topic to Topic,Square root formulae,Evaluating equations,1.3862943611198906,Topic,Topic
238,Topic to Topic,Arithmetic,Unit conversion,2.3978952727983707,Topic,Topic
239,Topic to Topic,Arithmetic,Surface area of a sphere,2.3978952727983707,Topic,Topic
240,Topic to Topic,Unit conversion,Surface area of a sphere,2.3978952727983707,Topic,Topic
241,Topic to Knowledge Point,Arithmetic,Data Interpretation and Application,0.6931471805599453,Topic,Knowledge Point
242,Topic to Knowledge Point,Arithmetic,Quantitative Analysis of Impact Events,0.6931471805599453,Topic,Knowledge Point
243,Topic to Knowledge Point,Unit conversion,Quantitative Analysis of Impact Events,0.6931471805599453,Topic,Knowledge Point
244,Topic to Knowledge Point,Surface area of a sphere,Quantitative Analysis of Impact Events,0.6931471805599453,Topic,Knowledge Point
245,Topic to Knowledge Point,Arithmetic,Understanding of Meteorite Impacts,0.6931471805599453,Topic,Knowledge Point
246,Topic to Knowledge Point,Unit conversion,Understanding of Meteorite Impacts,0.6931471805599453,Topic,Knowledge Point
247,Topic to Knowledge Point,Surface area of a sphere,Understanding of Meteorite Impacts,0.6931471805599453,Topic,Knowledge Point
248,Topic to Knowledge Point,Arithmetic,Area Calculation,0.6931471805599453,Topic,Knowledge Point
249,Topic to Knowledge Point,Unit conversion,Area Calculation,0.6931471805599453,Topic,Knowledge Point
250,Topic to Knowledge Point,Surface area of a sphere,Area Calculation,0.6931471805599453,Topic,Knowledge Point
251,Topic to Topic,Geometry,Parallax,1.6094379124341003,Topic,Topic
252,Topic to Topic,Geometry,Arithmetic,1.6094379124341003,Topic,Topic
253,Topic to Topic,Parallax,Arithmetic,1.6094379124341003,Topic,Topic
254,Topic to Knowledge Point,Arithmetic,Understanding Celestial Measurements,0.6931471805599453,Topic,Knowledge Point
255,Topic to Topic,Volume of  sphere,Density-mass-volume,1.9459101490553132,Topic,Topic
256,Topic to Topic,Volume of  sphere,Unit conversion,1.9459101490553132,Topic,Topic
257,Topic to Topic,Volume of  sphere,Shell,1.9459101490553132,Topic,Topic
258,Topic to Topic,Density-mass-volume,Unit conversion,1.9459101490553132,Topic,Topic
259,Topic to Topic,Density-mass-volume,Shell,1.9459101490553132,Topic,Topic
260,Topic to Topic,Unit conversion,Shell,1.9459101490553132,Topic,Topic
261,Topic to Knowledge Point,Volume of  sphere,Understanding of Lunar Atmosphere Composition,0.6931471805599453,Topic,Knowledge Point
262,Topic to Knowledge Point,Density-mass-volume,Understanding of Lunar Atmosphere Composition,0.6931471805599453,Topic,Knowledge Point
263,Topic to Knowledge Point,Unit conversion,Understanding of Lunar Atmosphere Composition,0.6931471805599453,Topic,Knowledge Point
264,Topic to Knowledge Point,Unit conversion,Application of Measurement Techniques,0.6931471805599453,Topic,Knowledge Point
265,Topic to Knowledge Point,Shell,Understanding of Lunar Atmosphere Composition,0.6931471805599453,Topic,Knowledge Point
266,Topic to Knowledge Point,Volume of  sphere,Gas Behavior in Low Gravity Environments,0.6931471805599453,Topic,Knowledge Point
267,Topic to Knowledge Point,Density-mass-volume,Gas Behavior in Low Gravity Environments,0.6931471805599453,Topic,Knowledge Point
268,Topic to Knowledge Point,Unit conversion,Gas Behavior in Low Gravity Environments,0.6931471805599453,Topic,Knowledge Point
269,Topic to Knowledge Point,Unit conversion,Quantitative Calculation Skills,0.6931471805599453,Topic,Knowledge Point
270,Topic to Knowledge Point,Shell,Gas Behavior in Low Gravity Environments,0.6931471805599453,Topic,Knowledge Point
271,Topic to Knowledge Point,Volume of  sphere,Understanding of Lunar Atmosphere,0.6931471805599453,Topic,Knowledge Point
272,Topic to Knowledge Point,Density-mass-volume,Understanding of Lunar Atmosphere,0.6931471805599453,Topic,Knowledge Point
273,Topic to Knowledge Point,Unit conversion,Understanding of Lunar Atmosphere,0.6931471805599453,Topic,Knowledge Point
274,Topic to Knowledge Point,Shell,Understanding of Lunar Atmosphere,0.6931471805599453,Topic,Knowledge Point
275,Topic to Knowledge Point,Simple linear equations,Understanding Angular Size,1.6094379124341003,Topic,Knowledge Point
276,Topic to Knowledge Point,Simple linear equations,Lunar and Solar Distances,0.6931471805599453,Topic,Knowledge Point
277,Knowledge Point to Knowledge Point,Understanding Angular Size,Lunar and Solar Distances,0.6931471805599453,Knowledge Point,Knowledge Point
278,Knowledge Point to Knowledge Point,Understanding Angular Size,Future Predictions in Astronomy,1.0986122886681098,Knowledge Point,Knowledge Point
279,Topic to Topic,Area,Probability,1.9459101490553132,Topic,Topic
